CustomerID,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class
15623072,1,31.57,0.5,2,8,5,0.835,1,0,0,1,1,320,1,0
15683993,1,16,3.125,2,9,4,0.085,0,1,1,0,2,0,7,0
15570947,1,27.25,1.665,2,13,8,5.085,1,1,9,0,2,399,828,1
15797767,1,25.17,3,2,8,4,1.25,0,1,1,0,2,0,23,0
15731989,1,67.75,5.5,2,10,9,13,1,1,1,1,2,0,1,1
15591035,0,18.83,9.5,2,9,4,1.625,1,1,6,1,2,40,601,1
15586479,0,27.25,0.29,2,7,8,0.125,0,1,1,1,2,272,109,0
15605872,0,19.58,0.665,1,8,4,1,0,1,1,0,2,2000,3,0
15666012,1,30.75,1.585,2,2,4,0.585,0,0,0,1,1,0,1,0
15641733,0,50.25,0.835,2,6,4,0.5,0,0,0,1,2,240,118,0
15593178,1,31.08,1.5,1,9,4,0.04,0,0,0,0,1,160,1,0
15649183,1,51.58,15,2,8,4,8.5,1,1,9,0,2,0,1,1
15736399,0,36.58,0.29,2,1,1,0,0,1,10,0,2,200,19,0
15751137,1,33.58,2.75,2,7,4,4.25,1,1,6,0,2,204,1,1
15757188,0,20.83,3,2,6,4,0.04,1,0,0,0,2,100,1,1
15726167,1,36.17,18.125,2,9,4,0.085,0,0,0,0,2,320,3553,0
15624850,1,50.75,0.585,2,1,1,0,0,0,0,0,2,145,1,0
15717700,0,23.58,0.83,2,11,4,0.415,0,1,1,1,2,200,12,0
15716347,1,35.17,4.5,2,14,8,5.75,0,0,0,1,1,711,1,1
15696287,0,58.42,21,2,3,5,10,1,1,13,0,2,0,6701,1
15638871,1,28.25,0.875,2,7,4,0.96,1,1,3,1,2,396,1,1
15765093,1,31.57,0.625,2,4,4,0.25,0,0,0,0,2,380,2011,0
15592999,0,31.75,3,1,5,3,0,0,0,0,0,2,160,21,0
15641715,1,19.42,6.5,2,9,8,1.46,1,1,7,0,2,80,2955,1
15607746,1,39.08,6,2,7,4,1.29,1,1,5,1,2,108,1098,1
15625311,1,17.08,3.29,2,3,4,0.335,0,0,0,1,2,140,3,0
15573077,1,44.83,7,1,8,4,1.625,0,0,0,0,2,160,3,0
15735106,1,16.25,0,1,6,4,0.25,0,0,0,0,2,60,1,0
15672912,0,41.17,6.5,2,11,4,0.5,1,1,3,1,2,145,1,1
15589881,1,28.92,15,2,8,8,5.335,1,1,11,0,2,0,2284,1
15660144,0,26.17,2,2,5,3,0,0,0,0,1,2,276,2,0
15664083,1,38.58,3.335,2,9,4,4,1,1,14,0,2,383,1345,1
15690898,1,25.17,6,2,8,4,1,1,1,3,0,2,0,1,1
15808023,0,28.17,0.375,2,11,4,0.585,1,1,4,0,2,80,1,1
15676909,1,73.42,17.75,2,1,1,0,1,0,0,1,2,0,1,1
15764922,1,22.5,11.5,1,7,4,1.5,0,0,0,1,2,0,4001,0
15766734,0,27.17,1.25,2,1,1,0,0,1,1,0,2,92,301,0
15795079,0,19.17,8.585,2,13,8,0.75,1,1,7,0,2,96,1,1
15757434,0,25.58,0,2,8,4,0,0,0,0,0,3,184,1,1
15673747,1,31.57,0.04,1,2,4,4.25,0,0,0,1,2,460,1,0
15808386,0,22.5,8.5,2,11,4,1.75,1,1,10,0,2,80,991,0
15603565,0,22.92,1.25,2,11,4,0.25,0,0,0,1,2,120,810,0
15744044,1,23.25,12.625,2,8,4,0.125,0,1,2,0,2,0,5553,0
15577771,0,29.5,1.085,1,14,4,1,0,0,0,0,2,280,14,0
15769548,0,32,6,2,2,4,1.25,0,0,0,0,2,272,1,0
15802071,1,27,1.5,1,9,4,0.375,1,0,0,1,2,260,1066,1
15677395,1,19.33,10.915,2,8,5,0.585,0,1,2,1,2,200,8,0
15632010,1,35.75,2.415,2,9,4,0.125,0,1,2,0,2,220,2,0
15779492,1,18.83,0,2,11,4,0.665,0,0,0,0,2,160,2,0
15694677,0,28.75,3.75,2,8,4,1.085,1,1,1,1,2,371,1,1
15704315,1,34.42,4.25,2,3,5,3.25,1,1,2,0,2,274,611,1
15742009,0,33.25,3,1,6,4,2,0,0,0,0,2,180,1,0
15766663,1,53.92,9.625,2,10,4,8.665,1,1,5,0,2,0,1,1
15742297,1,25.25,1,2,6,4,0.5,0,0,0,0,2,200,1,0
15688059,1,32.42,2.165,1,4,1,0,0,0,0,0,2,120,1,0
15752344,0,21.08,5,1,1,1,0,0,0,0,0,2,0,1,0
15698749,0,56.5,16,2,5,1,0,1,1,15,0,2,0,248,1
15631693,1,32.25,0.165,1,8,8,3.25,1,1,1,1,2,432,8001,1
15604536,0,20.5,11.835,2,8,8,6,1,0,0,0,2,340,1,1
15802869,0,30.25,5.5,2,4,4,5.5,0,0,0,1,1,100,1,0
15635598,0,24.58,0.67,2,6,8,1.75,1,0,0,0,2,400,1,0
15592326,1,23.17,11.125,2,14,8,0.46,1,1,1,0,2,100,1,1
15736533,0,31.57,11.25,2,1,1,0,0,0,0,0,2,184,5201,0
15647191,0,32.33,0.54,2,13,4,0.04,1,0,0,0,2,440,11178,1
15622507,1,23.92,1.5,2,2,8,1.875,1,1,6,0,2,200,328,1
15765487,1,36.75,0.125,1,8,4,1.5,0,0,0,1,2,232,114,1
15646521,1,29.83,1.25,1,4,4,0.25,0,0,0,0,2,224,1,0
15746258,0,24.08,0.5,2,11,8,1.25,1,1,1,0,2,0,679,1
15692430,1,21.17,0.25,1,8,8,0.25,0,0,0,0,2,280,205,0
15625501,1,31.42,15.5,2,8,4,0.5,1,0,0,0,2,120,1,0
15640521,1,22.83,3,2,7,4,1.29,1,1,1,0,2,260,801,1
15790630,1,37.5,1.75,1,8,5,0.25,1,0,0,1,2,164,401,0
15664720,0,24.83,4.5,2,9,4,1,0,0,0,1,2,360,7,0
15750055,1,36.33,3.79,2,9,4,1.165,1,0,0,1,2,200,1,0
15644878,0,47.25,0.75,2,11,8,2.75,1,1,1,0,2,333,893,1
15754578,1,32.08,4,1,13,4,1.5,0,0,0,1,2,120,1,0
15705379,0,30.58,10.665,2,11,8,0.085,0,1,12,1,2,129,4,0
15761047,1,27.83,1.54,2,9,4,3.75,1,1,5,1,2,100,4,1
15671293,1,54.83,15.5,2,10,9,0,1,1,20,0,2,152,131,0
15687527,1,16.08,0.75,2,8,4,1.75,1,1,5,1,2,352,691,1
15647898,1,24.58,12.5,2,9,4,0.875,1,0,0,1,2,260,1,0
15671534,1,32.67,5.5,2,11,8,5.5,1,1,12,1,2,408,1001,1
15591248,1,30.17,0.5,2,8,4,1.75,1,1,11,0,2,32,541,1
15676156,1,22.25,0.46,2,4,4,0.125,0,0,0,1,2,280,56,0
15812918,1,41.75,0.96,2,14,4,2.5,1,0,0,0,2,510,601,1
15604130,1,36.67,2,2,3,4,0.25,0,0,0,1,2,221,1,0
15700549,1,25.83,12.835,2,13,4,0.5,0,0,0,0,2,0,3,0
15715519,1,29.92,1.835,2,8,8,4.335,1,0,0,0,2,260,201,1
15707042,1,20.08,0.25,2,11,4,0.125,0,0,0,0,2,200,1,0
15605276,1,19.67,0.375,2,11,4,2,1,1,2,1,2,80,1,1
15630592,1,51.42,0.04,2,14,8,0.04,1,0,0,0,2,0,3001,1
15636626,1,62.75,7,2,10,9,0,0,0,0,0,2,0,13,0
15740411,1,40.58,3.29,2,7,4,3.5,0,0,0,1,1,400,1,0
15593834,0,16.33,0.21,2,6,4,0.125,0,0,0,0,2,200,2,0
15804235,1,29.5,0.58,2,9,4,0.29,0,1,1,0,2,340,2804,0
15679801,1,34,4.5,2,6,4,1,1,0,0,1,2,240,1,0
15673907,0,71.58,0,2,8,4,0,0,0,0,0,3,184,1,1
15636562,1,42,0.205,2,3,8,5.125,1,0,0,0,2,400,1,1
15702571,0,22.5,11,1,11,4,3,1,0,0,1,2,268,1,0
15627365,1,24.42,2,2,10,2,0.165,0,1,2,0,2,320,1301,0
15748499,1,44.33,0.5,2,3,8,5,1,0,0,1,2,320,1,1
15598614,0,23,11.75,2,14,8,0.5,1,1,2,1,2,300,552,1
15668889,1,34.42,1.335,2,3,5,0.125,0,0,0,1,2,440,4501,0
15800049,1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,1
15583724,1,25.92,0.875,2,4,4,0.375,0,1,2,1,2,174,4,0
15622083,0,17.58,9,2,6,4,1.375,1,0,0,1,2,0,1,1
15645571,1,20.42,1.085,2,11,4,1.5,0,0,0,0,2,108,8,0
15598266,1,31.67,16.165,2,2,4,3,1,1,9,0,2,250,731,1
15667934,0,57.58,2,2,1,1,6.5,0,1,1,0,2,0,11,0
15569682,1,59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,1
15772941,0,65.17,14,2,1,1,0,1,1,11,1,2,0,1401,1
15586174,1,30.08,1.04,1,3,5,0.5,1,1,10,1,2,132,29,0
15803682,1,48.58,6.5,2,11,8,6,1,0,0,1,2,350,1,1
15627328,0,23.58,11.5,1,4,8,3,0,0,0,1,2,20,17,0
15717065,1,20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,1
15602456,1,48.17,7.625,2,9,8,15.5,1,1,12,0,2,0,791,1
15721569,1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,1
15573798,1,32.25,14,1,1,1,0,0,1,2,0,2,160,2,0
15638272,1,33.58,0.335,1,13,4,0.085,0,0,0,0,2,180,1,0
15799859,1,23.58,0.46,1,9,4,2.625,1,1,6,1,2,208,348,0
15599152,1,16.92,0.335,1,4,4,0.29,0,0,0,0,1,200,1,0
15737909,0,20.83,8.5,2,8,4,0.165,0,0,0,0,2,0,352,0
15646190,0,60.58,16.5,2,11,4,11,1,0,0,1,2,21,10562,1
15711249,1,31.57,5,1,6,4,8.5,1,0,0,0,2,0,1,0
15671987,0,25,12.33,2,13,8,3.5,1,1,6,0,2,400,459,1
15812766,1,21.5,9.75,2,8,4,0.25,1,0,0,0,2,140,1,0
15778589,1,20.42,0,2,8,4,0,0,0,0,0,3,184,1,0
15750104,0,25.25,13.5,1,1,1,2,0,1,1,1,2,200,2,0
15784526,1,42.83,4.625,2,11,4,4.58,1,0,0,0,1,0,1,1
15646563,1,26.67,1.75,1,8,4,1,1,1,5,1,2,160,5778,1
15744423,1,57.83,7.04,2,7,4,14,1,1,6,1,2,360,1333,1
15593694,1,55.92,11.5,2,1,1,5,1,1,5,0,2,0,8852,1
15785367,1,51.33,10,2,3,5,0,1,1,11,0,2,0,1250,1
15687765,1,39.83,0.5,2,7,4,0.25,1,0,0,0,1,288,1,0
15789014,1,27.58,2.04,1,6,4,2,1,1,3,1,2,370,561,1
15703177,1,30.17,6.5,2,13,4,3.125,1,1,8,0,2,330,1201,1
15660263,1,51.83,2.04,1,1,1,1.5,0,0,0,0,2,120,2,0
15776545,0,25,11,1,6,4,4.5,1,0,0,0,2,120,1,0
15683276,1,29.67,0.75,1,8,4,0.04,0,0,0,0,2,240,1,0
15599272,0,33.67,0.375,2,13,4,0.375,0,0,0,0,2,300,45,1
15589541,1,25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,1
15608804,0,28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,1
15645820,0,18.08,0.375,3,13,1,10,0,0,0,1,1,300,1,1
15659031,1,20.42,7,2,8,4,1.625,1,1,3,0,2,200,1392,1
15790113,1,17.5,22,3,1,7,0,0,0,0,1,3,450,100001,1
15652289,1,18.08,6.75,1,7,4,0.04,0,0,0,0,2,140,1,0
15605341,1,47.67,2.5,2,7,5,2.5,1,1,12,1,2,410,2511,1
15697844,1,57.42,8.5,2,10,8,7,1,1,3,0,2,0,1,1
15652048,1,13.75,4,1,9,4,1.75,1,1,2,1,2,120,1001,1
15587038,1,19.33,9.5,2,11,4,1,1,0,0,1,2,60,401,1
15660528,0,21.92,11.665,2,4,8,0.085,0,0,0,0,2,320,6,0
15700300,1,17.58,10,2,9,8,0.165,0,1,1,0,2,120,2,0
15642001,1,34.83,2.5,1,9,4,3,0,0,0,0,1,200,1,0
15580366,1,29.17,3.5,2,9,4,3.5,1,1,3,1,2,329,1,0
15657228,1,21.42,0.75,1,12,7,0.75,0,0,0,1,2,132,3,0
15729377,1,18.17,10.25,2,8,8,1.085,0,0,0,0,2,320,14,0
15686913,1,28,3,2,9,4,0.75,0,0,0,1,2,300,68,0
15631267,0,45.83,10.5,2,11,4,5,1,1,7,1,2,0,1,1
15632275,1,22.75,11.5,2,3,4,0.415,0,0,0,0,2,0,1,0
15715907,0,31.57,3.5,2,2,4,3,1,0,0,1,2,300,1,0
15764841,0,20.42,7.5,2,4,4,1.5,1,1,1,0,2,160,235,1
15748649,0,21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,1
15771409,1,26.67,4.25,2,13,4,4.29,1,1,1,1,2,120,1,1
15779207,0,27.33,1.665,2,1,1,0,0,0,0,0,2,340,2,0
15814116,1,42.08,1.04,2,9,4,5,1,1,6,1,2,500,10001,1
15665087,0,18.25,10,2,9,4,1,0,1,1,0,2,120,2,0
15611189,0,28.5,1,2,11,4,1,1,1,2,1,2,167,501,0
15729718,0,21.5,6,2,6,4,2.5,1,1,3,0,2,80,919,1
15733602,1,21.83,11,2,14,4,0.29,1,1,6,0,2,121,1,1
15620103,1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,0
15770406,1,32.67,9,1,9,8,5.25,1,0,0,1,2,154,1,1
15800554,0,45.33,1,2,11,4,0.125,0,0,0,1,2,263,1,0
15611409,0,23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,0
15646535,0,17.92,0.54,2,8,4,1.75,0,1,1,1,2,80,6,0
15575430,1,33,2.5,1,9,4,7,0,0,0,1,2,280,1,0
15711299,0,22.67,0.335,2,11,4,0.75,0,0,0,0,1,160,1,0
15642063,1,34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,0
15706602,1,29.67,1.415,2,9,8,0.75,1,1,1,0,2,240,101,1
15592773,1,31.83,2.5,2,6,4,7.5,1,0,0,1,2,523,1,0
15786539,0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,1
15737542,1,33.75,2.75,2,3,5,0,0,0,0,0,2,180,1,0
15590234,1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,1
15773776,0,35.42,12,2,11,8,14,1,1,8,0,2,0,6591,1
15728082,1,31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,1
15609987,0,22.67,0.79,2,3,4,0.085,0,0,0,0,2,144,1,0
15735330,1,26.67,14.585,2,3,5,0,0,0,0,1,2,178,1,0
15649430,1,44,2,2,7,4,1.75,1,1,2,1,2,0,16,1
15768777,1,30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,0
15777893,1,37.75,7,2,11,8,11.5,1,1,7,1,2,300,6,0
15791326,1,17.08,0.085,1,8,4,0.04,0,0,0,0,2,140,723,0
15615176,1,49.17,2.29,2,1,1,0.29,0,0,0,0,2,200,4,0
15735221,1,22.92,0.17,2,7,4,0.085,0,0,0,0,1,0,1,0
15617991,0,34.83,1.25,1,3,8,0.5,0,0,0,1,2,160,1,0
15658504,1,44.25,11,1,2,4,1.5,1,0,0,0,1,0,1,0
15785705,1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,1
15801817,1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,1
15752578,0,41.58,1.04,2,6,4,0.665,0,0,0,0,2,240,238,0
15781574,1,49.58,19,2,1,1,0,1,1,1,0,2,94,1,0
15792107,0,33.92,1.585,1,1,1,0,1,0,0,0,2,320,1,0
15569917,1,19.17,4,1,3,4,1,0,0,0,1,2,360,1001,0
15721504,0,24.5,2.415,1,8,4,0,0,0,0,0,2,120,1,0
15757306,1,23.33,1.5,2,8,8,1.415,1,0,0,0,2,422,201,1
15647295,1,69.17,9,2,1,1,4,0,1,1,0,2,70,7,0
15642098,1,47.67,0.29,2,8,5,15,1,1,20,0,2,0,15001,1
15696120,0,33.25,2.5,1,8,4,2.5,0,0,0,1,2,0,3,0
15675176,1,43.25,3,2,11,8,6,1,1,11,0,2,80,1,1
15700046,1,23,0.625,1,6,4,0.125,1,0,0,0,2,180,2,0
15782089,1,34.75,2.5,2,13,5,0.5,0,0,0,0,2,348,1,0
15706394,1,56.58,18.5,2,2,5,15,1,1,17,1,2,0,1,1
15759387,0,44.17,6.665,2,11,4,7.375,1,1,3,1,2,0,1,1
15623369,0,44.33,0,2,8,4,2.5,1,0,0,0,2,0,1,1
15732943,1,34.25,1.75,2,9,5,0.25,1,0,0,1,2,163,1,0
15750545,0,45,4.585,2,4,8,1,0,0,0,1,1,240,1,0
15809909,1,30.58,2.71,1,7,4,0.125,0,0,0,1,1,80,1,0
15642448,1,27.67,0.75,2,11,8,0.165,0,0,0,1,2,220,252,0
15791944,1,19.42,7.25,2,7,4,0.04,0,1,1,0,2,100,2,0
15768342,0,41.33,1,2,3,5,2.25,1,0,0,1,2,0,301,1
15567919,0,23.5,1.5,2,9,4,0.875,0,0,0,1,2,160,1,0
15674750,1,31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,1
15778345,0,17.83,11,2,14,8,1,1,1,11,0,2,0,3001,1
15687634,0,33.17,2.25,1,13,4,3.5,0,0,0,1,2,200,142,0
15666096,0,52.5,7,2,6,8,3,0,0,0,0,2,0,1,0
15581700,0,25.42,1.125,2,11,4,1.29,1,1,2,0,2,200,1,0
15656417,1,40.58,1.5,2,3,5,0,0,0,0,0,1,300,1,0
15649101,1,23.92,0.585,1,13,8,0.125,0,0,0,0,2,240,2,0
15781975,1,56,12.5,2,4,8,8,1,0,0,1,2,24,2029,1
15700511,0,28.5,3.04,1,14,8,2.54,1,1,1,0,2,70,1,1
15770255,1,32.08,4,2,7,4,2.5,1,0,0,1,2,360,1,1
15643574,1,21.17,0.875,1,8,8,0.25,0,0,0,0,2,280,205,0
15595010,1,34.17,9.17,2,8,4,4.5,1,1,12,1,2,0,222,1
15580579,1,43.25,25.21,2,11,8,0.21,1,1,1,0,2,760,91,0
15748532,0,38.25,6,2,4,4,1,1,0,0,1,2,0,1,1
15773789,1,37.42,2.04,2,9,4,0.04,1,0,0,1,2,400,5801,1
15600027,1,29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,0
15620832,1,37.33,2.665,2,13,4,0.165,0,0,0,1,2,0,502,0
15568819,1,31.33,19.5,2,8,4,7,1,1,16,0,2,0,5001,1
15748691,1,36.08,2.54,2,1,1,0,0,0,0,0,2,0,1001,0
15583552,1,20.5,2.415,2,8,4,2,1,1,11,1,2,200,3001,1
15588019,1,47.17,5.835,2,9,4,5.5,0,0,0,0,2,465,151,0
15713250,1,22,7.835,1,3,5,0.165,0,0,0,1,2,184,1,0
15569595,1,20.5,10,1,8,4,2.5,1,0,0,0,1,40,1,1
15794868,1,34.92,2.5,2,9,4,0,1,0,0,1,2,239,201,1
15576680,1,24.08,0.875,2,7,4,0.085,0,1,4,0,2,254,1951,0
15613699,1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,1
15609758,0,20.75,9.54,2,3,4,0.04,0,0,0,0,2,200,1001,0
15762392,1,36.67,3.25,2,11,8,9,1,0,0,1,2,102,640,1
15693382,1,22.58,10.04,2,14,4,0.04,1,1,9,0,2,60,397,1
15791769,0,26.92,13.5,2,11,8,5,1,1,2,0,2,0,5001,1
15712483,0,46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,1
15636454,0,52.17,0,1,1,1,0,0,0,0,0,2,0,1,0
15710138,1,39.17,2.5,1,3,8,10,0,0,0,1,1,200,1,0
15571571,1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,1
15638751,0,27.67,2.04,2,9,4,0.25,0,0,0,1,2,180,51,0
15598574,1,19.17,9.5,2,9,4,1.5,1,0,0,0,2,120,2207,1
15796787,1,39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,1
15615670,1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,0
15705506,1,26.17,0.25,2,3,5,0,1,0,0,1,2,0,1,1
15599535,1,39.42,1.71,1,7,4,0.165,0,0,0,0,1,400,1,0
15768449,1,41.92,0.42,2,8,8,0.21,1,1,6,0,2,220,949,1
15725002,1,21.33,7.5,2,6,4,1.415,1,1,1,0,2,80,9801,1
15611682,0,20.08,1.25,2,8,4,0,0,0,0,0,2,0,1,0
15749964,0,27.58,3,2,7,4,2.79,0,1,1,1,2,280,11,0
15678779,1,21.58,0.79,1,13,4,0.665,0,0,0,0,2,160,1,0
15752601,1,28.25,5.125,2,14,4,4.75,1,1,2,0,2,420,8,1
15758477,1,26.92,2.25,2,3,5,0.5,0,0,0,1,2,640,4001,0
15629133,0,18.42,9.25,2,11,4,1.21,1,1,4,0,2,60,541,1
15604963,0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,1
15796413,1,23.58,1.79,2,8,4,0.54,0,0,0,1,2,136,2,0
15812470,1,28.33,5,2,9,4,11,1,0,0,1,2,70,1,1
15587443,1,25.67,2.21,1,6,4,4,1,0,0,0,2,188,1,0
15689692,0,28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,0
15779586,1,22.92,3.165,1,8,4,0.165,0,0,0,0,2,160,1059,0
15667588,0,24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,0
15624423,1,24.75,0.54,2,7,4,1,0,0,0,1,2,120,2,0
15591107,1,32,1.75,1,10,8,0.04,1,0,0,1,2,393,1,1
15748986,1,48.08,3.75,2,3,5,1,0,0,0,0,2,100,3,0
15793896,0,28.42,3.5,2,9,4,0.835,1,0,0,0,1,280,1,1
15620570,1,25.42,0.54,2,9,4,0.165,0,1,1,0,2,272,445,0
15727811,1,18.58,10.29,2,1,1,0.415,0,0,0,0,2,80,1,0
15707681,1,21.67,1.165,1,4,4,2.5,1,1,1,0,2,180,21,0
15702030,1,24.58,1.25,2,8,4,0.25,0,0,0,0,2,110,1,0
15673238,1,16.33,4.085,2,3,8,0.415,0,0,0,1,2,120,1,0
15604196,1,26.75,2,2,2,4,0.75,0,0,0,1,2,80,1,0
15769356,1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,1
15665590,1,23.5,2.75,2,1,1,4.5,0,0,0,0,2,160,26,0
15572361,0,41,2.04,1,11,8,0.125,1,1,23,1,2,455,1237,1
15667460,1,35.17,25.125,2,14,8,1.625,1,1,1,1,2,515,501,1
15654760,1,23.75,12,2,8,4,2.085,0,0,0,0,1,80,1,0
15632669,1,18.67,5,2,11,4,0.375,1,1,2,0,2,0,39,0
15613673,1,30.33,0.5,2,2,8,0.085,0,0,0,1,1,252,1,0
15698522,0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,0
15741633,1,26.17,0.835,2,13,4,1.165,0,0,0,0,2,100,1,0
15674583,1,28.75,1.5,1,8,4,1.5,1,0,0,1,2,0,226,0
15665374,1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,1
15588854,1,26,1,2,11,4,1.75,1,0,0,1,2,280,1,1
15810716,1,23.5,3.165,1,4,4,0.415,0,1,1,1,2,280,81,0
15776921,1,26.33,13,2,10,2,0,0,0,0,1,2,140,1111,0
15569394,1,54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,1
15788215,1,31.57,0.375,2,2,4,0.875,1,0,0,1,1,928,1,0
15641007,0,25.25,12.5,2,2,4,1,0,0,0,1,2,180,1063,0
15594651,1,33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,1
15575146,1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,0
15608916,0,17.67,0,1,5,1,0,0,0,0,0,2,86,1,0
15666297,1,23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,1
15598586,1,26.67,2.71,1,13,4,5.25,1,1,1,0,2,211,1,1
15665014,0,22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,0
15701738,1,39.92,0.54,1,6,4,0.5,1,1,3,0,2,200,1001,1
15650591,0,26.08,8.665,2,6,4,1.415,1,0,0,0,2,160,151,1
15652667,1,20,0,2,2,4,0.5,0,0,0,0,2,144,1,0
15679622,1,31.57,4,1,3,4,0.085,0,0,0,1,2,411,1,0
15730150,1,26.75,4.5,1,8,5,2.5,0,0,0,0,2,200,1211,0
15813192,0,24.92,1.25,2,1,1,0,1,0,0,0,2,80,1,0
15606554,0,32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,0
15611794,1,17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,0
15672357,0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,1
15711759,1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,1
15615296,0,17.92,10.21,2,1,1,0,0,0,0,0,2,0,51,0
15699294,1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1
15788634,0,25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,1
15660871,1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,0
15618258,0,22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,0
15722535,1,23,0.75,2,7,4,0.5,1,0,0,1,1,320,1,0
15711977,1,25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,0
15690169,1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,1
15790689,1,21.17,0,2,8,4,0.5,0,0,0,1,1,0,1,0
15665181,1,35.25,16.5,1,8,4,4,1,0,0,0,2,80,1,0
15633608,0,22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,1
15805261,0,48.17,1.335,2,3,7,0.335,0,0,0,0,2,0,121,0
15740356,1,43,0.29,1,13,8,1.75,1,1,8,0,2,100,376,1
15808223,1,31.57,10.5,2,14,4,6.5,1,0,0,0,2,0,1,1
15769980,1,20.67,0.415,2,8,4,0.125,0,0,0,0,2,0,45,0
15675450,0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,1
15776494,0,27.42,14.5,2,14,8,3.085,1,1,1,0,2,120,12,1
15592412,1,41,0.04,2,10,4,0.04,0,1,1,0,1,560,1,1
